emp_no,from_date,to_date
41814,1992-05-24,9999-01-01
41815,1998-09-24,9999-01-01
41816,1987-10-10,9999-01-01
41817,1989-02-07,9999-01-01
41818,1999-06-07,1999-06-07
41819,1997-07-29,9999-01-01
41820,1996-04-16,9999-01-01
41821,1989-05-15,9999-01-01
41822,1990-05-08,9999-01-01
41823,1999-04-27,9999-01-01
41824,1995-07-23,9999-01-01
41825,1996-09-11,1997-02-13
41826,1994-03-25,9999-01-01
41827,1985-07-31,9999-01-01
41828,1992-09-14,9999-01-01
41829,1995-04-30,9999-01-01
41830,1994-11-03,9999-01-01
41831,1995-04-05,9999-01-01
41832,1999-08-29,9999-01-01
41833,1989-02-01,2002-05-06
41834,1996-07-14,9999-01-01
41835,1992-03-28,9999-01-01
41836,1997-03-22,9999-01-01
41837,1991-09-06,9999-01-01
41838,1990-04-28,9999-01-01
41839,1987-09-18,9999-01-01
41840,1999-08-18,9999-01-01
41841,1991-12-18,9999-01-01
41842,1990-04-21,1998-06-22
41843,1992-10-04,9999-01-01
41844,1988-03-17,1989-01-11
41845,1990-09-19,9999-01-01
41846,1997-07-18,2001-04-14
41847,1994-05-20,9999-01-01
41848,1990-10-17,9999-01-01
41849,2000-06-29,9999-01-01
41850,1999-03-17,9999-01-01
41851,1998-08-29,9999-01-01
41852,1987-10-23,9999-01-01
41853,1986-01-24,9999-01-01
41854,1995-07-06,9999-01-01
41855,1987-08-14,1998-07-12
41856,1996-06-08,9999-01-01
41857,1986-01-03,9999-01-01
41858,1995-06-14,9999-01-01
41859,1992-03-17,9999-01-01
41860,1994-06-01,2001-03-30
41861,1994-04-14,1996-05-25
41862,1986-09-24,9999-01-01
41863,1996-12-31,9999-01-01
41864,1989-05-11,9999-01-01
41865,1993-09-05,9999-01-01
41866,1994-07-28,9999-01-01
41867,1998-04-07,9999-01-01
41868,2000-10-22,9999-01-01
41869,1993-03-29,9999-01-01
41870,1988-12-13,1992-11-11
41871,1985-09-25,9999-01-01
41872,1998-06-11,9999-01-01
41873,1987-07-29,9999-01-01
41874,1995-10-04,9999-01-01
41875,1994-08-30,9999-01-01
41876,1999-01-23,9999-01-01
41877,1997-12-02,9999-01-01
41878,1995-03-26,9999-01-01
41879,1998-09-24,2000-09-19
41880,1986-02-24,9999-01-01
41881,1985-10-29,9999-01-01
41882,1995-08-05,9999-01-01
41883,1995-12-23,9999-01-01
41884,1999-03-19,9999-01-01
41885,1986-02-16,9999-01-01
41886,1993-01-10,2001-06-22
41887,1999-05-28,9999-01-01
41888,1990-10-24,9999-01-01
41889,1987-04-22,9999-01-01
41890,1998-08-12,9999-01-01
41891,1989-04-26,9999-01-01
41892,1986-07-18,9999-01-01
41893,1998-08-17,1999-01-31
41894,1986-08-24,9999-01-01
41895,1994-04-18,1998-03-26
41896,1991-09-04,1991-11-25
41897,1994-12-22,9999-01-01
41898,1991-06-07,9999-01-01
41899,1989-06-19,9999-01-01
41900,1990-06-16,9999-01-01
41901,1992-01-11,9999-01-01
41902,1986-04-01,9999-01-01
41903,1998-09-14,2001-05-07
41904,1987-09-03,9999-01-01
41905,1991-04-18,9999-01-01
41906,1988-08-07,1989-09-12
41907,1990-10-06,9999-01-01
41908,1999-04-10,9999-01-01
41909,1986-06-07,9999-01-01
41910,1990-04-20,9999-01-01
41911,1999-10-18,9999-01-01
41912,1997-01-31,9999-01-01
41913,1989-08-03,9999-01-01
41914,1989-04-12,1991-07-02
41915,1991-11-21,9999-01-01
41916,1990-12-21,1992-09-11
41917,1991-06-29,9999-01-01
41918,1992-01-24,9999-01-01
41919,1995-06-09,9999-01-01
41920,1989-02-15,9999-01-01
41921,1989-01-22,9999-01-01
41922,1997-03-10,9999-01-01
41923,1993-03-18,9999-01-01
41924,1991-12-16,9999-01-01
41925,1985-09-26,2000-12-12
41926,1999-08-03,9999-01-01
41927,1998-02-05,1999-08-21
41928,1998-04-22,9999-01-01
41929,1994-11-15,9999-01-01
41930,1990-02-25,9999-01-01
41931,1995-08-24,9999-01-01
41932,1991-12-08,9999-01-01
41933,1991-07-14,9999-01-01
41934,1987-04-20,1994-07-12
41935,1995-01-12,9999-01-01
41936,1986-05-20,9999-01-01
41937,1998-08-06,1998-09-23
41938,1999-03-21,9999-01-01
41939,1985-07-28,9999-01-01
41940,1988-05-06,9999-01-01
41941,1999-04-01,9999-01-01
41942,1986-02-09,1998-11-02
41943,1990-07-14,9999-01-01
41944,1987-10-08,9999-01-01
41945,1997-02-07,9999-01-01
41946,1998-11-21,9999-01-01
41947,1989-08-08,1992-01-30
41948,1987-07-19,9999-01-01
41949,1994-12-08,9999-01-01
41950,1997-08-31,9999-01-01
41951,1995-05-09,2000-05-10
41952,1991-10-03,9999-01-01
41953,1985-02-12,9999-01-01
41954,1998-05-18,9999-01-01
41955,1991-06-28,9999-01-01
41956,1988-09-28,9999-01-01
41957,1996-12-13,9999-01-01
41958,1992-03-04,9999-01-01
41959,1995-05-25,1995-11-01
41960,1994-04-22,9999-01-01
41961,1988-08-15,1996-09-25
41962,1996-09-14,9999-01-01
41963,1992-05-03,9999-01-01
41964,2002-03-23,9999-01-01
41965,1999-07-17,9999-01-01
41966,1997-11-16,9999-01-01
41967,1991-01-03,1994-02-22
41968,1996-01-31,9999-01-01
41969,1993-07-14,1995-03-08
41970,1988-08-01,9999-01-01
41971,1990-03-12,9999-01-01
41972,1997-02-27,9999-01-01
41973,1998-09-04,9999-01-01
41974,1994-02-26,1995-05-26
41975,1994-01-24,9999-01-01
41976,1996-12-08,9999-01-01
41977,1996-01-09,9999-01-01
41978,1986-03-17,1997-09-11
41979,1988-11-15,9999-01-01
41980,1990-10-20,9999-01-01
41981,2001-11-14,9999-01-01
41982,1998-11-03,9999-01-01
41983,1986-12-22,9999-01-01
41984,1996-01-24,9999-01-01
41985,1987-12-29,2001-03-07
41986,1996-05-12,9999-01-01
41987,1999-09-11,9999-01-01
41988,1988-12-30,1994-02-11
41989,1985-06-18,9999-01-01
41990,1994-02-25,2000-09-22
41991,1988-12-09,9999-01-01
41992,1997-06-26,9999-01-01
41993,1994-01-15,9999-01-01
41994,1990-09-22,9999-01-01
41995,1988-05-25,9999-01-01
41996,1988-10-09,1988-10-23
41997,1990-05-05,9999-01-01
41998,1999-06-08,9999-01-01
41999,1988-11-05,9999-01-01
42000,1993-12-18,1994-07-12
42001,1999-01-27,9999-01-01
42002,1992-05-30,9999-01-01
42003,1993-06-09,9999-01-01
42004,1991-10-12,9999-01-01
42005,1999-03-10,9999-01-01
42006,1987-07-07,1996-09-28
42007,1987-09-01,9999-01-01
42008,1990-04-13,9999-01-01
42009,2001-05-31,9999-01-01
42010,1991-02-05,9999-01-01
42011,1985-06-25,9999-01-01
42012,1994-02-03,9999-01-01
42013,1994-09-14,9999-01-01
42014,1990-05-27,1994-09-05
42015,1992-03-08,9999-01-01
42016,1992-04-01,9999-01-01
42017,1985-11-26,9999-01-01
42018,1996-10-28,9999-01-01
42019,1986-09-17,9999-01-01
42020,1986-05-14,9999-01-01
42021,1991-04-20,9999-01-01
42022,1993-09-10,1994-08-22
42023,1985-06-30,9999-01-01
42024,1997-01-07,9999-01-01
42025,1994-07-03,9999-01-01
42026,1990-09-07,9999-01-01
42027,1997-04-26,9999-01-01
42028,1994-01-22,9999-01-01
42029,1990-08-25,2002-06-29
42030,1987-10-20,9999-01-01
42031,1993-07-05,9999-01-01
42032,1990-08-13,1998-04-14
42033,1999-12-01,9999-01-01
42034,1999-02-10,9999-01-01
42035,1985-09-28,1992-02-09
42036,1996-03-31,9999-01-01
42037,1994-10-24,9999-01-01
42038,1992-12-14,9999-01-01
42039,1995-07-06,9999-01-01
42040,1986-08-01,9999-01-01
42041,1996-06-23,9999-01-01
42042,1990-07-30,9999-01-01
42043,2002-02-05,9999-01-01
42044,1985-02-20,1997-10-11
42045,1992-10-24,9999-01-01
42046,1998-07-26,9999-01-01
42047,1985-05-28,9999-01-01
42048,1992-11-27,9999-01-01
42049,1993-07-23,9999-01-01
42050,1992-10-18,9999-01-01
42051,1998-11-26,9999-01-01
42052,1997-07-30,1997-12-25
42053,1990-02-06,9999-01-01
42054,1986-05-27,9999-01-01
42055,1999-04-01,2002-05-19
42056,1995-01-07,9999-01-01
42057,1990-08-27,9999-01-01
42058,1998-10-17,9999-01-01
42059,1997-05-02,9999-01-01
42060,1999-11-13,2000-02-13
42061,1989-04-19,2001-02-02
42062,1985-08-28,9999-01-01
42063,1988-03-28,9999-01-01
42064,1986-06-19,9999-01-01
42065,1990-07-17,9999-01-01
42066,1996-06-21,1996-07-19
42067,1991-09-30,9999-01-01
42068,1985-10-05,9999-01-01
42069,1999-04-08,9999-01-01
42070,1996-04-06,9999-01-01
42071,1990-02-26,9999-01-01
42072,1992-08-07,9999-01-01
42073,1994-06-02,1998-07-12
42074,1997-08-01,9999-01-01
42075,1986-11-10,9999-01-01
42076,1997-08-13,9999-01-01
42077,1988-03-26,9999-01-01
42078,1990-04-15,9999-01-01
42079,1991-01-08,1997-06-02
42080,1995-05-28,9999-01-01
42081,1986-09-11,9999-01-01
42082,1992-11-15,9999-01-01
42083,1988-01-06,9999-01-01
42084,1986-04-10,9999-01-01
42085,1985-08-09,1987-07-06
42086,1998-02-11,9999-01-01
42087,1997-06-08,9999-01-01
42088,1998-12-04,2000-03-10
42089,1995-11-16,9999-01-01
42090,1994-12-12,9999-01-01
42091,1985-03-27,9999-01-01
42092,1998-03-04,9999-01-01
42093,1985-09-16,9999-01-01
42094,1998-10-01,9999-01-01
42095,1988-11-10,1998-10-10
42096,1991-12-28,1997-10-11
42097,1991-09-18,9999-01-01
42098,1992-01-30,9999-01-01
42099,1994-06-17,9999-01-01
42100,1993-11-26,9999-01-01
42101,1985-07-31,9999-01-01
42102,1989-11-30,9999-01-01
42103,1992-10-12,9999-01-01
42104,1986-09-18,9999-01-01
42105,1997-07-07,1997-08-02
42106,1997-02-14,1999-06-17
42107,1995-11-09,9999-01-01
42108,1986-07-12,9999-01-01
42109,1997-06-28,9999-01-01
42110,2001-08-15,9999-01-01
42111,1989-07-26,9999-01-01
42112,1998-09-14,9999-01-01
42113,1990-05-09,2000-02-18
42114,1995-01-27,9999-01-01
42115,1987-10-24,9999-01-01
42116,1989-03-31,9999-01-01
42117,1985-11-28,9999-01-01
42118,1991-06-02,9999-01-01
42119,1999-10-06,9999-01-01
42120,1986-09-19,1992-07-17
42121,1990-07-13,9999-01-01
42122,1994-07-01,9999-01-01
42123,1988-12-17,9999-01-01
42124,1985-07-09,1993-01-20
42125,1997-01-18,9999-01-01
42126,1990-11-10,9999-01-01
42127,1996-11-04,9999-01-01
42128,1991-08-29,9999-01-01
42129,1995-07-15,9999-01-01
42130,1995-12-26,9999-01-01
42131,1989-05-21,9999-01-01
42132,1996-09-06,2001-09-26
42133,1988-03-04,9999-01-01
42134,1985-06-03,9999-01-01
42135,1997-03-08,9999-01-01
42136,1996-04-21,2002-07-15
42137,1987-05-15,9999-01-01
42138,2002-04-30,9999-01-01
42139,1990-10-27,9999-01-01
42140,1992-04-18,9999-01-01
42141,1992-05-21,9999-01-01
42142,1998-03-11,9999-01-01
42143,1992-08-24,9999-01-01
42144,1994-09-15,9999-01-01
42145,1990-12-05,1991-09-23
42146,1991-05-06,9999-01-01
42147,1994-06-26,9999-01-01
42148,1987-06-25,9999-01-01
42149,1998-06-27,9999-01-01
42150,1985-12-03,1999-06-03
42151,1987-08-25,9999-01-01
42152,1999-03-19,9999-01-01
42153,1999-12-01,9999-01-01
42154,1988-08-28,9999-01-01
42155,1993-12-06,1997-10-01
42156,1989-12-26,9999-01-01
42157,1994-03-11,9999-01-01
42158,1999-01-23,9999-01-01
42159,1986-02-07,9999-01-01
42160,1986-08-19,9999-01-01
42161,1995-05-24,9999-01-01
42162,1986-05-02,9999-01-01
42163,1988-12-29,1997-09-21
42164,1985-03-27,9999-01-01
42165,1994-10-01,1996-07-03
42166,1999-06-17,9999-01-01
42167,1987-07-07,9999-01-01
42168,1998-11-25,9999-01-01
42169,1985-11-29,2001-03-14
42170,1988-08-26,9999-01-01
42171,1995-09-14,1999-08-27
42172,1993-08-18,9999-01-01
42173,1987-10-17,9999-01-01
42174,1998-07-18,9999-01-01
42175,1986-08-13,9999-01-01
42176,1990-05-23,1990-07-21
42177,1986-12-12,1997-07-02
42178,1989-09-09,9999-01-01
42179,1985-10-14,9999-01-01
42180,1988-12-15,9999-01-01
42181,1998-12-04,9999-01-01
42182,1987-04-20,2002-04-07
42183,1987-02-02,9999-01-01
42184,1998-02-10,9999-01-01
42185,1996-01-01,9999-01-01
42186,1989-07-07,1992-08-18
42187,1994-12-14,9999-01-01
42188,1987-11-28,9999-01-01
42189,1991-05-30,9999-01-01
42190,1988-06-10,9999-01-01
42191,1998-07-15,9999-01-01
42192,1996-03-19,2000-03-25
42193,1993-08-03,9999-01-01
42194,1990-08-15,9999-01-01
42195,1998-04-19,9999-01-01
42196,1990-09-15,9999-01-01
42197,1991-11-30,1996-06-20
42198,1990-05-30,1991-06-24
42199,1989-10-03,9999-01-01
42200,1992-01-20,9999-01-01
42201,1989-01-04,9999-01-01
42202,1988-05-02,9999-01-01
42203,1985-12-21,1998-09-18
42204,1989-02-14,9999-01-01
42205,1998-03-26,9999-01-01
42206,1990-09-20,9999-01-01
42207,1999-12-31,2000-02-11
42208,1988-05-31,1995-02-21
42209,1998-08-09,9999-01-01
42210,1987-09-23,9999-01-01
42211,1988-12-05,9999-01-01
42212,1992-11-11,9999-01-01
42213,1993-06-10,9999-01-01
42214,1995-01-20,9999-01-01
42215,1998-10-10,9999-01-01
42216,1997-09-26,9999-01-01
42217,1998-03-28,1998-05-01
42218,1993-04-27,9999-01-01
42219,1995-12-06,9999-01-01
42220,1998-12-23,2000-11-02
42221,1989-10-22,9999-01-01
42222,1988-10-26,9999-01-01
42223,1988-05-06,9999-01-01
42224,1988-01-22,9999-01-01
42225,1997-10-12,1999-09-01
42226,1998-03-02,9999-01-01
42227,1994-08-16,9999-01-01
42228,1997-10-20,9999-01-01
42229,1999-07-21,1999-08-05
42230,1991-07-21,9999-01-01
42231,1991-12-25,9999-01-01
42232,1991-12-26,9999-01-01
42233,1993-10-27,9999-01-01
42234,1989-12-06,1996-01-01
42235,1989-04-24,9999-01-01
42236,1992-08-14,9999-01-01
42237,1998-05-29,1998-08-14
42238,1991-09-23,9999-01-01
42239,1994-09-06,1999-12-30
42240,1993-09-28,9999-01-01
42241,1991-01-23,9999-01-01
42242,1994-12-27,2000-06-08
42243,1987-03-29,9999-01-01
42244,1998-12-28,2002-03-07
42245,1995-02-15,9999-01-01
42246,1999-01-22,9999-01-01
42247,1997-03-30,9999-01-01
42248,1990-07-23,9999-01-01
42249,1996-01-20,9999-01-01
42250,1990-12-19,9999-01-01
42251,1995-09-11,1998-10-10
42252,1993-06-20,1997-11-14
42253,1999-07-12,9999-01-01
42254,1994-03-17,9999-01-01
42255,2001-11-28,9999-01-01
42256,1992-02-08,2000-02-06
42257,1991-02-18,9999-01-01
42258,1993-08-03,9999-01-01
42259,1986-02-19,9999-01-01
42260,1995-02-27,9999-01-01
42261,1988-12-20,9999-01-01
42262,1997-09-29,1999-11-18
42263,1988-05-03,9999-01-01
42264,1990-12-21,9999-01-01
42265,2000-09-18,2000-10-27
42266,1998-02-11,9999-01-01
42267,1995-02-01,9999-01-01
42268,1987-04-26,9999-01-01
42269,1991-03-22,9999-01-01
42270,1989-02-09,1994-08-19
42271,1985-10-28,9999-01-01
42272,1988-02-26,2000-10-04
42273,1996-06-15,9999-01-01
42274,2000-05-29,9999-01-01
42275,1995-07-14,9999-01-01
42276,1989-12-18,1995-11-13
42277,1988-12-17,9999-01-01
42278,1994-10-30,1995-01-30
42279,1992-05-10,9999-01-01
42280,1996-06-10,9999-01-01
42281,1985-04-21,9999-01-01
42282,1987-06-29,9999-01-01
42283,1986-02-02,9999-01-01
42284,1999-05-18,9999-01-01
42285,1990-09-05,9999-01-01
42286,1994-04-11,1995-12-17
42287,1990-05-31,9999-01-01
42288,1993-04-17,2000-08-29
42289,1996-03-20,9999-01-01
42290,1997-04-03,9999-01-01
42291,1999-02-06,9999-01-01
42292,1999-09-21,9999-01-01
42293,1999-10-12,2000-03-01
42294,1999-09-25,9999-01-01
42295,1996-10-08,9999-01-01
42296,1993-06-27,9999-01-01
42297,1998-12-07,9999-01-01
42298,1986-08-09,9999-01-01
42299,1987-07-17,9999-01-01
42300,1988-08-10,1991-11-21
42301,1992-08-29,9999-01-01
42302,1999-03-25,9999-01-01
42303,1985-07-14,9999-01-01
42304,1995-09-07,9999-01-01
42305,1999-09-20,9999-01-01
42306,1995-01-16,1998-02-01
42307,1989-04-15,9999-01-01
42308,1986-08-11,9999-01-01
42309,1990-07-28,9999-01-01
42310,1987-07-20,9999-01-01
42311,1993-01-08,9999-01-01
42312,1995-09-08,9999-01-01
42313,2000-06-10,9999-01-01
42314,1995-04-28,2001-07-31
42315,1996-03-05,9999-01-01
42316,1996-04-28,9999-01-01
42317,1998-01-13,2000-04-04
42318,1985-04-11,9999-01-01
42319,1998-10-03,9999-01-01
42320,1993-01-03,2001-12-14
42321,1992-09-11,9999-01-01
42322,1990-12-29,9999-01-01
42323,1993-12-01,1998-05-25
42324,1997-03-23,1999-11-03
42325,1990-06-15,9999-01-01
42326,1993-05-06,9999-01-01
42327,1990-07-13,9999-01-01
42328,1996-01-31,9999-01-01
42329,1998-08-05,9999-01-01
42330,1998-04-15,9999-01-01
42331,1997-10-05,9999-01-01
42332,1990-09-20,9999-01-01
42333,1986-04-25,1988-07-08
42334,2000-06-20,9999-01-01
42335,1995-04-25,9999-01-01
42336,1990-02-26,9999-01-01
42337,1993-01-31,9999-01-01
42338,1989-10-20,9999-01-01
42339,1987-07-07,9999-01-01
42340,1987-12-28,9999-01-01
42341,1988-09-20,9999-01-01
42342,1999-11-05,2001-01-10
42343,2000-08-26,9999-01-01
42344,1985-10-04,1986-01-20
42345,1997-01-22,9999-01-01
42346,1986-04-14,1989-04-02
42347,1994-03-31,9999-01-01
42348,1995-09-18,9999-01-01
42349,1989-06-27,9999-01-01
42350,1986-03-31,9999-01-01
42351,1991-07-03,9999-01-01
42352,2001-07-20,9999-01-01
42353,1988-09-15,9999-01-01
42354,1991-07-09,9999-01-01
42355,1994-11-16,1994-11-29
42356,1992-09-19,9999-01-01
42357,1992-11-12,9999-01-01
42358,1985-11-25,9999-01-01
42359,1998-05-29,9999-01-01
42360,1986-01-10,9999-01-01
42361,1993-12-26,9999-01-01
42362,1994-02-05,9999-01-01
42363,1994-05-23,1998-04-29
42364,1992-01-13,1992-07-20
42365,1989-09-13,1991-07-04
42366,1986-08-08,9999-01-01
42367,1987-03-21,9999-01-01
42368,1989-10-16,9999-01-01
42369,1995-12-19,9999-01-01
42370,1993-07-30,9999-01-01
42371,1989-05-30,9999-01-01
42372,1990-03-16,9999-01-01
42373,1996-07-28,2002-05-03
42374,1993-05-02,9999-01-01
42375,1987-05-18,2000-07-03
42376,1996-10-27,9999-01-01
42377,1990-02-19,9999-01-01
42378,1997-04-27,9999-01-01
42379,1991-03-21,9999-01-01
42380,1996-04-11,9999-01-01
42381,1993-03-18,9999-01-01
42382,1998-12-26,2001-04-22
42383,1995-02-04,9999-01-01
42384,1990-09-24,1991-06-27
42385,1991-01-18,9999-01-01
42386,1998-01-04,2002-06-17
42387,1998-09-08,9999-01-01
42388,1993-12-24,9999-01-01
42389,1993-05-09,9999-01-01
42390,1994-08-14,9999-01-01
42391,1998-09-19,1999-01-25
42392,1988-09-11,1996-04-29
42393,1992-01-24,9999-01-01
42394,1990-08-19,2000-10-08
42395,1988-01-28,9999-01-01
42396,1994-03-21,9999-01-01
42397,1988-02-27,9999-01-01
42398,2002-03-23,9999-01-01
42399,1993-10-15,1995-11-16
42400,1993-01-15,9999-01-01
42401,1994-02-16,1994-10-04
42402,1986-05-30,9999-01-01
42403,1989-10-08,1994-04-22
42404,1993-12-05,9999-01-01
42405,1986-09-15,9999-01-01
42406,1988-11-18,1997-07-13
42407,1998-06-30,9999-01-01
42408,1991-01-01,9999-01-01
42409,1992-08-15,9999-01-01
42410,2000-01-09,9999-01-01
42411,1992-11-22,9999-01-01
42412,1990-11-30,2002-07-02
42413,1988-08-21,9999-01-01
42414,1986-10-09,9999-01-01
42415,1992-11-04,1996-03-10
42416,1989-04-11,9999-01-01
42417,1994-01-28,9999-01-01
42418,1992-12-18,9999-01-01
42419,1991-10-03,9999-01-01
42420,1998-03-16,9999-01-01
42421,1994-03-18,9999-01-01
42422,1988-10-08,1992-06-19
42423,1997-01-15,9999-01-01
42424,1998-09-16,9999-01-01
42425,1985-02-04,9999-01-01
42426,1991-07-11,9999-01-01
42427,1989-09-05,9999-01-01
42428,2000-07-13,9999-01-01
42429,1992-08-16,9999-01-01
42430,1987-06-20,1993-06-21
42431,1991-09-24,9999-01-01
42432,1993-02-27,9999-01-01
42433,1996-03-07,9999-01-01
42434,1992-11-09,9999-01-01
42435,1998-02-06,1998-12-15
42436,1985-09-15,9999-01-01
42437,1994-11-06,9999-01-01
42438,1998-09-07,1998-09-25
42439,1994-08-21,9999-01-01
42440,1990-05-22,2000-11-05
42441,1986-11-14,9999-01-01
42442,1998-11-08,9999-01-01
42443,1998-03-10,9999-01-01
42444,1985-03-24,9999-01-01
42445,1996-02-17,9999-01-01
42446,1991-10-22,9999-01-01
42447,1990-06-15,9999-01-01
42448,1986-08-02,1987-04-24
42449,1993-11-07,9999-01-01
42450,1989-05-08,9999-01-01
42451,1986-03-06,9999-01-01
42452,1986-07-14,1996-12-07
42453,1990-03-27,9999-01-01
42454,1985-07-31,9999-01-01
42455,1987-09-20,9999-01-01
42456,1989-10-26,9999-01-01
42457,1990-08-11,9999-01-01
42458,1997-07-27,1999-03-19
42459,1987-03-30,9999-01-01
42460,1993-12-09,9999-01-01
42461,1996-03-28,9999-01-01
42462,1993-05-06,9999-01-01
42463,1999-05-02,9999-01-01
42464,1996-07-07,1996-10-02
42465,1992-06-01,9999-01-01
42466,1995-07-30,9999-01-01
42467,1986-07-20,9999-01-01
42468,1998-01-02,9999-01-01
42469,1990-10-26,9999-01-01
42470,1988-10-24,1995-01-25
42471,1987-03-23,9999-01-01
42472,1998-10-18,2000-11-20
42473,1996-02-27,9999-01-01
42474,1998-02-25,2000-08-04
42475,1999-10-27,9999-01-01
42476,1991-01-12,9999-01-01
42477,1990-06-02,9999-01-01
42478,1986-06-21,9999-01-01
42479,1995-05-08,9999-01-01
42480,2002-07-19,9999-01-01
42481,1997-02-18,9999-01-01
42482,1990-01-28,9999-01-01
42483,1999-07-17,2000-10-09
42484,1998-09-11,9999-01-01
42485,1997-03-03,9999-01-01
42486,1999-11-17,2000-12-08
42487,1994-01-31,9999-01-01
42488,1988-07-18,9999-01-01
42489,1997-01-27,9999-01-01
42490,1990-08-05,9999-01-01
42491,1986-09-07,9999-01-01
42492,1993-01-19,9999-01-01
42493,1994-08-22,9999-01-01
42494,1995-06-24,2000-12-03
42495,1997-08-29,1999-10-16
42496,1999-09-12,9999-01-01
42497,1985-12-08,9999-01-01
42498,1987-08-14,9999-01-01
42499,1997-10-12,9999-01-01
42500,1992-12-29,9999-01-01
42501,1987-09-02,1989-08-22
42502,1996-03-18,9999-01-01
42503,1985-03-26,9999-01-01
42504,1987-04-21,9999-01-01
42505,1993-11-30,9999-01-01
42506,1987-11-21,9999-01-01
42507,1985-12-18,9999-01-01
42508,1993-07-25,9999-01-01
42509,1997-10-24,9999-01-01
42510,2001-11-02,2002-04-14
42511,1999-09-17,9999-01-01
42512,1992-10-28,9999-01-01
42513,1996-05-19,9999-01-01
42514,1998-02-24,9999-01-01
42515,1993-06-09,9999-01-01
42516,1988-09-10,1991-09-05
42517,1995-04-25,9999-01-01
42518,1997-07-07,9999-01-01
42519,2002-05-07,9999-01-01
42520,1986-07-26,1999-04-21
42521,1998-02-16,9999-01-01
42522,1996-01-26,9999-01-01
42523,1996-04-07,2002-02-14
42524,1989-08-27,9999-01-01
42525,1995-01-14,9999-01-01
42526,1991-12-12,9999-01-01
42527,1990-06-19,9999-01-01
42528,1999-12-04,9999-01-01
42529,1988-02-16,9999-01-01
42530,1998-06-24,2000-06-20
42531,1994-02-06,9999-01-01
42532,1990-02-07,9999-01-01
42533,1995-11-28,9999-01-01
42534,1993-07-05,9999-01-01
42535,1996-08-21,9999-01-01
42536,1988-06-22,9999-01-01
42537,1997-03-07,1999-07-29
42538,1993-02-21,9999-01-01
42539,1985-10-09,9999-01-01
42540,1997-06-24,9999-01-01
42541,1987-02-19,9999-01-01
42542,1998-06-13,9999-01-01
42543,1997-04-12,9999-01-01
42544,1989-05-14,9999-01-01
42545,1998-10-28,9999-01-01
42546,1999-02-15,2001-10-22
42547,1998-05-01,9999-01-01
42548,1999-03-15,9999-01-01
42549,1993-04-16,9999-01-01
42550,1987-06-30,9999-01-01
42551,1989-11-15,1995-03-08
42552,1991-11-08,9999-01-01
42553,1997-06-06,9999-01-01
42554,1999-07-05,9999-01-01
42555,1999-10-22,9999-01-01
42556,1990-11-05,9999-01-01
42557,2002-04-05,9999-01-01
42558,1986-09-09,9999-01-01
42559,1992-11-12,1996-12-19
42560,1996-07-24,9999-01-01
42561,1994-06-11,9999-01-01
42562,1988-12-09,9999-01-01
42563,1999-03-04,9999-01-01
42564,1987-04-21,9999-01-01
42565,1988-01-13,9999-01-01
42566,2001-09-19,9999-01-01
42567,1987-12-05,1990-09-26
42568,1999-05-28,9999-01-01
42569,1995-12-04,9999-01-01
42570,1992-05-13,2000-08-28
42571,1999-06-14,9999-01-01
42572,1986-08-01,1997-01-13
42573,1989-05-29,9999-01-01
42574,1991-09-18,9999-01-01
42575,1988-11-29,9999-01-01
42576,1989-01-13,1995-11-07
42577,1991-07-16,9999-01-01
42578,1989-11-21,9999-01-01
42579,1986-07-13,9999-01-01
42580,1994-10-01,9999-01-01
42581,1998-09-10,2001-11-19
42582,1997-11-21,9999-01-01
42583,1985-08-05,9999-01-01
42584,1993-09-07,1994-10-21
42585,1987-04-03,9999-01-01
42586,1986-07-22,9999-01-01
42587,1993-08-13,9999-01-01
42588,1999-03-12,9999-01-01
42589,1989-03-07,9999-01-01
42590,1988-10-30,9999-01-01
42591,1993-10-13,9999-01-01
42592,1990-08-05,1997-09-21
42593,1993-12-09,9999-01-01
42594,1992-06-05,9999-01-01
42595,1998-04-30,9999-01-01
42596,1991-02-27,9999-01-01
42597,1993-02-23,1995-02-14
42598,1987-09-30,9999-01-01
42599,1997-06-06,9999-01-01
